859, 110, 1535, 0
861, 354, 1535, 0
862, 114, 1538, 0
863, 114, 1537, 0
864, 329, 1538, 0
865, 329, 1537, 0
866, 347, 1538, 0
867, 347, 1537, 0
1037, 59, 1270, 0
1038, 196, 1270, 0
1039, 1, 1270, 0
1042, 334, 1651, 1
1043, 334, 1652, 1
1044, 240, 1653, 1
1045, 64, 1652, 0
1046, 384, 1402, 1
1047, 384, 1650, 1
1048, 384, 1654, 0
1049, 384, 1620, 0
1051, 384, 1203, 1
1052, 152, 1654, 0
1053, 334, 1654, 0
1054, 384, 1651, 1
1055, 384, 1652, 1
1056, 385, 1648, 1
1057, 385, 1655, 0
1058, 385, 1656, 0
1059, 55, 1655, 0
1060, 55, 1656, 0
1061, 386, 1649, 1
1062, 386, 1657, 0
1063, 158, 1657, 0
1064, 343, 1657, 0
1065, 339, 1657, 0
1066, 64, 1650, 0
1067, 64, 1654, 0
1070, 388, 1400, 1
1071, 378, 1660, 0
1072, 295, 1660, 0
1073, 361, 1660, 0
1074, 354, 1660, 0
1075, 110, 1660, 0
1076, 346, 1660, 0
1077, 381, 1661, 0
1078, 61, 1661, 0
1079, 233, 1662, 0
1080, 129, 1663, 0
1081, 129, 1665, 0
1084, 389, 1560, 1
1085, 389, 1417, 1
1086, 389, 911, 1
1087, 389, 1445, 0
1088, 389, 912, 1
1091, 390, 1367, 1
1092, 390, 1497, 0
1093, 390, 1499, 0
1094, 390, 1504, 0
1095, 390, 1498, 0
1096, 390, 1668, 1
1097, 265, 1669, 1
1098, 305, 1670, 0
1099, 363, 1671, 0
1100, 8, 1671, 0
1101, 328, 1671, 0
1102, 296, 1674, 0
1103, 346, 1534, 0
1104, 354, 1534, 0
1105, 110, 1534, 0
1110, 393, 1073, 1
1111, 382, 1069, 1
1112, 261, 1651, 1
1113, 87, 1685, 1
1114, 296, 1681, 1
1115, 212, 1646, 0
1116, 212, 1679, 0
1117, 296, 1682, 0
1118, 296, 1688, 0
1119, 296, 1689, 0
1120, 212, 1690, 0
1121, 212, 1691, 0
1123, 361, 1539, 1
1124, 89, 1695, 1
1125, 89, 1696, 1
1126, 204, 1697, 0
1127, 204, 1698, 0
1128, 127, 1604, 0
1129, 146, 1699, 0
1130, 201, 1700, 1
1131, 201, 1701, 0
1132, 377, 1707, 0
1133, 297, 1713, 0
1134, 297, 1712, 0
1136, 387, 1715, 1
1137, 156, 1716, 1
1139, 377, 1719, 0
1140, 169, 1710, 1
1141, 358, 1707, 1
1142, 358, 1719, 0
1143, 280, 1719, 0
1145, 234, 1723, 1
1146, 397, 1693, 1
1150, 116, 1720, 1
1151, 303, 1721, 1
1152, 266, 1728, 0
1153, 295, 1728, 0
1154, 361, 1728, 0
1155, 354, 1728, 0
1156, 110, 1728, 0
869, 66, 1270, 1
870, 132, 1541, 0
871, 132, 1542, 0
874, 264, 1117, 1
875, 264, 1544, 0
876, 369, 1326, 1
877, 370, 1327, 1
878, 371, 1547, 1
879, 371, 1549, 0
880, 128, 1549, 0
882, 371, 1552, 0
883, 371, 1553, 0
884, 128, 1552, 0
885, 128, 1553, 0
887, 372, 1556, 1
888, 373, 1546, 1
889, 134, 1558, 0
891, 374, 1144, 1
892, 374, 1550, 1
893, 374, 1020, 0
894, 374, 1021, 0
895, 374, 1446, 0
896, 374, 1447, 0
897, 375, 1560, 0
898, 147, 1562, 0
899, 342, 1564, 0
900, 342, 1565, 0
901, 131, 1566, 0
902, 134, 1568, 0
905, 274, 1571, 0
906, 274, 1572, 0
907, 218, 1567, 0
908, 139, 1571, 0
909, 139, 1572, 0
910, 9, 1574, 0
911, 9, 1575, 0
912, 218, 1576, 0
913, 325, 1578, 0
914, 325, 1579, 0
915, 136, 1578, 0
916, 136, 1579, 0
918, 356, 1582, 0
919, 356, 1583, 0
920, 310, 1584, 0
921, 149, 1583, 0
922, 149, 1582, 0
924, 203, 1584, 0
925, 287, 1584, 0
926, 206, 1584, 0
927, 183, 1588, 0
928, 376, 1586, 1
929, 259, 1589, 0
930, 259, 1590, 0
931, 259, 1591, 0
932, 275, 1589, 0
933, 275, 1590, 0
934, 275, 1591, 0
936, 377, 904, 0
937, 377, 905, 0
938, 377, 909, 0
939, 377, 1484, 0
940, 377, 1480, 0
941, 377, 1505, 0
942, 377, 1510, 0
943, 377, 1438, 0
946, 377, 1022, 0
949, 378, 1539, 0
951, 146, 1593, 0
952, 146, 1594, 0
953, 311, 1595, 0
954, 312, 1597, 0
955, 95, 1595, 0
956, 287, 1592, 0
957, 287, 1598, 0
958, 205, 1592, 0
959, 205, 1598, 0
960, 71, 1599, 0
963, 94, 1597, 0
964, 219, 1602, 0
965, 219, 1603, 0
966, 219, 1604, 0
967, 181, 1605, 0
968, 337, 1611, 0
969, 85, 1611, 0
970, 133, 1612, 0
971, 274, 1608, 0
972, 139, 1608, 0
973, 133, 1614, 0
974, 289, 1613, 0
975, 229, 1613, 0
976, 192, 1615, 0
977, 333, 1616, 0
978, 151, 1616, 0
979, 334, 1620, 0
980, 152, 1620, 0
981, 340, 1620, 0
982, 233, 1621, 0
985, 379, 812, 1
986, 379, 820, 1
987, 379, 996, 1
988, 379, 810, 1
989, 379, 814, 1
990, 379, 813, 1
991, 379, 1491, 0
993, 379, 1617, 1
996, 52, 1627, 0
997, 380, 1623, 1
998, 380, 1624, 1
999, 255, 1628, 0
1000, 194, 1629, 0
1001, 194, 1630, 0
1002, 153, 1631, 0
1003, 50, 1632, 0
1004, 50, 1633, 0
1005, 378, 1534, 0
1007, 378, 1535, 0
1008, 156, 1634, 0
1009, 242, 1635, 0
1010, 190, 1638, 0
1011, 190, 1639, 0
1012, 289, 1640, 0
1013, 228, 1640, 0
1014, 240, 1641, 0
1015, 240, 1642, 0
1016, 164, 1584, 0
1017, 381, 1643, 1
1018, 381, 1636, 0
1020, 61, 1636, 0
1157, 378, 1728, 0
1158, 346, 1728, 0
1159, 356, 1729, 1
1160, 356, 1730, 0
1161, 356, 1732, 0
1162, 356, 1731, 0
1163, 149, 1730, 0
1164, 149, 1732, 0
1165, 149, 1731, 0
1166, 314, 1736, 0
1167, 30, 1738, 0
1168, 233, 1737, 0
1169, 89, 1733, 0
1170, 89, 1734, 0
1171, 36, 1736, 0
1173, 62, 882, 0
1174, 213, 1503, 0
329, 234, 1034, 1
334, 64, 1009, 0
335, 64, 854, 0
336, 64, 872, 0
337, 227, 982, 0
338, 157, 1114, 1
341, 45, 918, 0
343, 87, 1001, 1
345, 45, 1020, 0
346, 45, 1021, 0
347, 77, 872, 0
349, 262, 1124, 1
352, 265, 903, 1
356, 50, 1009, 1
361, 152, 877, 0
365, 269, 1042, 0
366, 269, 955, 0
367, 269, 1043, 0
372, 271, 1064, 1
373, 271, 1133, 1
374, 271, 1134, 1
377, 274, 981, 1
378, 274, 984, 1
379, 274, 982, 1
380, 275, 924, 0
384, 280, 904, 0
385, 280, 905, 0
386, 280, 907, 0
387, 280, 909, 0
388, 279, 1144, 0
390, 282, 918, 1
391, 282, 1147, 1
393, 279, 1020, 0
394, 279, 1021, 0
395, 284, 911, 0
396, 284, 912, 0
401, 234, 1033, 1
402, 73, 1153, 0
404, 181, 1158, 1
412, 74, 886, 0
414, 280, 1022, 0
415, 136, 1113, 0
416, 207, 1113, 0
418, 220, 1164, 1
424, 287, 1035, 1
426, 263, 1165, 1
427, 263, 1162, 1
428, 288, 1129, 1
430, 203, 1175, 0
431, 287, 1176, 1
432, 95, 1172, 0
433, 94, 1173, 0
434, 287, 1175, 1
435, 234, 1175, 1
436, 165, 1175, 1
443, 146, 1178, 1
444, 38, 1183, 0
445, 289, 1057, 1
446, 289, 1007, 1
447, 87, 1187, 1
449, 168, 802, 1
450, 9, 1151, 1
454, 155, 1137, 0
455, 155, 1197, 0
463, 248, 1203, 0
464, 152, 1203, 0
465, 230, 1203, 1
466, 87, 1205, 0
467, 195, 1210, 0
468, 195, 1209, 0
469, 195, 1211, 0
470, 87, 1212, 0
477, 77, 854, 0
478, 220, 872, 0
479, 3, 1220, 0
480, 3, 1219, 0
481, 162, 1221, 0
482, 67, 1222, 1
1, 1, 799, 1
3, 3, 804, 1
7, 7, 808, 1
9, 16, 819, 1
11, 18, 822, 1
13, 20, 824, 1
17, 24, 831, 1
18, 25, 832, 1
19, 26, 833, 1
21, 28, 835, 1
22, 29, 836, 1
23, 30, 837, 1
30, 37, 750, 1
32, 39, 844, 1
33, 40, 846, 1
34, 41, 847, 1
42, 52, 862, 1
46, 56, 866, 1
47, 57, 867, 1
49, 59, 871, 1
52, 62, 874, 1
53, 63, 875, 1
54, 64, 877, 1
56, 66, 879, 1
58, 68, 882, 1
61, 71, 885, 1
62, 72, 886, 1
63, 73, 892, 1
67, 77, 890, 1
73, 84, 899, 1
79, 90, 903, 0
80, 87, 913, 1
81, 87, 914, 1
83, 87, 917, 1
84, 87, 916, 1
85, 86, 904, 0
86, 86, 905, 0
88, 86, 907, 0
90, 86, 909, 0
92, 86, 911, 0
93, 86, 912, 0
94, 88, 918, 0
110, 106, 937, 1
111, 107, 938, 1
112, 108, 939, 1
113, 109, 940, 1
116, 137, 817, 1
117, 137, 818, 1
119, 11, 816, 1
120, 162, 1026, 1
121, 162, 1027, 1
123, 163, 1031, 1
124, 163, 1030, 1
125, 111, 942, 1
127, 113, 944, 1
129, 146, 926, 1
130, 146, 946, 1
132, 117, 948, 1
133, 164, 1033, 1
134, 164, 1034, 1
135, 165, 1037, 1
136, 165, 1036, 1
137, 147, 949, 1
138, 147, 1004, 1
139, 119, 950, 1
140, 120, 951, 1
141, 121, 952, 1
142, 148, 953, 1
143, 148, 954, 1
144, 148, 1005, 1
145, 166, 955, 1
146, 166, 1043, 1
154, 138, 977, 1
155, 138, 978, 1
156, 135, 959, 1
157, 139, 982, 0
158, 139, 981, 0
159, 134, 960, 1
160, 160, 935, 1
161, 160, 934, 1
162, 140, 987, 1
163, 140, 823, 1
164, 140, 986, 1
165, 141, 1131, 0
168, 151, 861, 0
173, 153, 878, 1
174, 153, 857, 1
182, 156, 883, 1
183, 157, 872, 1
184, 157, 854, 1
187, 133, 961, 1
191, 131, 962, 1
192, 161, 1020, 1
193, 161, 1021, 1
194, 89, 1022, 1
486, 16, 1009, 0
487, 164, 1175, 0
490, 234, 1176, 0
491, 26, 1184, 0
492, 40, 1190, 0
495, 62, 1228, 0
501, 219, 1236, 1
503, 127, 1237, 1
506, 222, 1188, 0
508, 127, 1236, 0
509, 36, 1244, 0
510, 297, 1247, 1
516, 141, 1259, 0
517, 87, 1260, 1
520, 294, 1262, 0
521, 299, 1223, 1
528, 294, 1270, 0
530, 183, 1275, 0
533, 187, 1082, 1
534, 193, 1325, 0
535, 193, 1324, 0
538, 247, 1236, 0
543, 212, 1272, 1
544, 212, 1271, 0
594, 304, 1363, 1
595, 305, 1357, 1
600, 308, 1367, 0
602, 43, 1354, 1
619, 310, 1175, 1
620, 311, 1172, 1
621, 312, 1173, 1
622, 313, 1045, 1
624, 314, 1244, 1
629, 318, 1137, 1
630, 318, 1197, 1
631, 319, 1270, 0
633, 320, 1183, 1
637, 121, 1369, 0
638, 319, 1262, 0
639, 40, 1370, 0
642, 325, 1375, 1
643, 325, 1113, 1
644, 326, 1376, 1
645, 327, 1373, 1
646, 40, 1379, 0
647, 40, 1380, 0
648, 170, 1381, 1
649, 72, 1382, 0
650, 247, 1383, 1
651, 134, 1389, 0
656, 330, 1384, 1
657, 330, 1386, 1
661, 50, 1406, 1
662, 132, 1421, 1
663, 130, 1422, 1
664, 230, 1435, 1
665, 317, 1417, 0
666, 332, 1397, 1
667, 333, 1401, 1
668, 333, 861, 1
669, 334, 1402, 1
672, 335, 1399, 1
674, 336, 1400, 0
675, 337, 1404, 1
676, 338, 1396, 1
677, 338, 1395, 1
682, 340, 1402, 1
683, 338, 1440, 0
684, 338, 1443, 0
685, 338, 1442, 0
688, 149, 1444, 0
689, 263, 1415, 0
690, 209, 1409, 0
691, 210, 1410, 0
692, 341, 1449, 1
693, 342, 1450, 1
694, 52, 1453, 0
698, 237, 886, 1
699, 334, 1203, 1
702, 212, 1423, 0
703, 212, 1424, 0
706, 344, 955, 0
707, 345, 1043, 0
710, 348, 1131, 1
711, 349, 1259, 1
712, 350, 995, 1
713, 350, 827, 1
714, 351, 812, 1
715, 351, 820, 1
716, 351, 996, 1
717, 351, 810, 1
718, 351, 814, 1
719, 351, 813, 1
720, 352, 1270, 0
721, 353, 991, 1
722, 353, 1262, 1
725, 213, 1425, 0
726, 213, 1426, 0
727, 168, 1413, 0
728, 168, 1414, 0
729, 168, 1429, 0
730, 168, 1427, 0
731, 168, 1431, 0
732, 168, 1432, 0
733, 282, 909, 0
734, 121, 1469, 0
735, 355, 1008, 1
736, 355, 1444, 0
737, 355, 929, 1
738, 355, 932, 1
740, 356, 927, 
