1000, 1, 37
1001, 2, 37
1002, 3, 37
1003, 4, 37
1004, 1, 36
1005, 2, 36
1006, 3, 36
1007, 4, 36
1008, 5, 36
1009, 6, 36
1010, 1, 44
1011, 2, 44
1012, 3, 44
1013, 1, 89
1014, 2, 89
1015, 3, 89
1016, 4, 89
1017, 5, 89
1018, 6, 89
1019, 7, 89
1020, 8, 89
1021, 9, 89
1022, 10, 89
1023, 11, 89
1024, 12, 89
1025, 13, 89
1026, 14, 89
1027, 001, 27
1028, 002, 27
1029, 003, 27
1030, 004, 27
1031, 005, 27
1032, 006, 27
1033, 007, 27
1034, 008, 27
1035, 009, 27
1036, 010, 27
1037, 011, 27
1038, 012, 27
1039, 1, 26
1040, 2, 26
1041, 3, 26
1042, 4, 26
1043, 5, 26
1044, 6, 26
1045, 7, 26
1046, 8, 26
1047, 9, 26
1048, 10, 26
1049, 11, 26
1050, 12, 26
1051, 13, 26
1052, 14, 26
1053, 1, 1
1054, 2, 1
1055, 3, 1
1056, 4, 1
1057, 5, 1
1058, 6, 1
1059, 7, 1
1060, 8, 1
1061, 9, 1
1062, 10, 1
1063, 11, 1
1064, 12, 1
1065, 1, 57
1066, 2, 57
1067, 0, 57
1068, 365, 171
1069, 366, 171
1070, 367, 171
1071, 368, 171
1072, 369, 171
1073, 1, 4
1074, 2, 4
1075, 3, 4
1076, 4, 4
1077, 5, 4
1078, 6, 4
1079, 7, 4
1080, 8, 4
1081, 9, 4
1082, 10, 4
1083, 11, 4
1084, 12, 4
1085, 13, 4
1086, 14, 4
1087, 15, 4
1088, 16, 4
1089, 17, 4
1090, 18, 4
1091, 19, 4
1092, 1, 178
1093, 2, 178
1094, 3, 178
1095, 4, 178
1096, 5, 178
1097, 6, 178
1098, 7, 178
1099, 8, 178
1100, 9, 178
1101, 10, 178
1102, 11, 178
1103, 12, 178
1104, 13, 178
1105, 1, 45
1106, 2, 45
1107, 3, 45
1108, 4, 45
1109, 5, 45
1110, 6, 45
1111, 7, 45
1112, 8, 45
1113, 9, 45
1114, 10, 45
1115, 11, 45
1116, 12, 45
1117, 115, 45
1118, 116, 45
1119, 117, 45
1120, 118, 45
1121, 119, 45
1122, 120, 45
1123, 121, 45
1124, 122, 45
1125, 123, 45
1126, 124, 45
1127, 125, 45
1128, 1, 28
1129, 2, 28
1130, 3, 28
1131, 1, 3
1132, 2, 3
1133, 3, 3
1134, 4, 3
1135, 5, 3
1136, 6, 3
1137, 1, 20
1138, 2, 20
1139, 3, 20
1140, 1, 18
1143, 3, 18
1144, 2, 18
1145, 1, 137
1146, 2, 137
1147, 3, 137
1148, 4, 137
1149, 5, 137
1150, 6, 137
1151, 7, 137
1152, 8, 137
1153, 1, 188
1154, 2, 188
1161, 2, 189
1162, 3, 189
1163, 1, 189
1164, 1, 190
1165, 2, 190
1166, 3, 190
1167, 1, 140
1168, 2, 140
1169, 3, 140
1170, 4, 140
1171, 5, 140
1172, 6, 140
1173, 1, 86
1174, 1, 90
1175, 2, 90
1181, 6, 87
1182, 7, 87
1183, 8, 87
1184, 9, 87
1185, 8, 25
1186, 9, 25
1187, 10, 25
1188, 12, 25
1189, 1, 87
1190, 2, 87
1191, 3, 87
1192, 4, 87
1193, 5, 87
1194, 1, 141
1195, 2, 141
1196, 3, 141
1197, 1, 191
1198, 2, 191
1199, 135, 31
1200, 136, 31
1201, 137, 31
1202, 138, 31
1203, 1, 131
1204, 2, 131
1205, 3, 131
1206, 4, 131
1207, 5, 131
1208, 6, 131
1209, 7, 131
1210, 1, 130
1211, 2, 130
1212, 3, 130
1213, 4, 130
1214, 5, 130
1215, 6, 130
1216, 7, 130
1217, 1, 56
1218, 2, 56
1219, 3, 56
1220, 4, 56
1221, 5, 56
1222, 6, 56
1223, 7, 56
1224, 8, 56
1225, 9, 56
1226, 10, 56
1227, 11, 56
1228, 12, 56
1229, 1, 192
1230, 2, 192
1231, 3, 192
1232, 4, 192
1233, 5, 192
1234, 6, 192
1235, 1, 193
1236, 2, 193
1237, 3, 193
1238, 4, 193
1239, 5, 193
1240, 1, 195
1241, 2, 195
1242, 3, 195
1243, 4, 195
1244, 5, 195
1245, 6, 195
1246, 7, 195
1247, 8, 195
1248, 9, 195
1249, 10, 195
1250, 11, 195
1251, 1, 194
1252, 2, 194
1253, 3, 194
1254, 1, 196
1255, 2, 196
1256, 3, 196
1257, 4, 196
1258, 5, 196
1259, 6, 196
1260, 1, 59
1261, 2, 59
1262, 3, 59
1263, 4, 59
1264, 5, 59
1265, 1, 27
1266, 11, 25
1267, 1, 25
1268, 2, 25
1269, 3, 25
1270, 2, 86
1271, 3, 86
1272, 4, 86
1273, 5, 86
1274, 6, 86
1275, 7, 86
1276, 8, 86
1277, 9, 86
1278, 10, 86
1279, 11, 86
1280, 12, 86
1281, 13, 86
1282, 14, 86
1283, 15, 86
1284, 1, 177
1285, 2, 177
1286, 3, 177
1287, 4, 177
1288, 5, 177
1289, 6, 177
1290, 7, 177
1291, 8, 177
1292, 9, 177
1293, 10, 177
1294, 11, 177
1295, 12, 177
1296, 1, 11
1297, 2, 11
1298, 3, 11
1299, 4, 11
1300, 5, 11
1301, 6, 11
1302, 7, 11
1303, 1, 107
1304, 2, 107
1305, 3, 107
1306, 4, 107
1307, 5, 107
1308, 6, 107
1309, 7, 107
1310, 8, 107
1311, 9, 107
1312, 10, 107
1313, 11, 107
1314, 12, 107
1315, 13, 107
1316, 14, 107
1317, 1, 24
1318, 2, 24
1319, 3, 24
1320, 4, 24
1321, 5, 24
1322, 1, 110
1323, 2, 110
1324, 3, 110
1325, 4, 110
1326, 5, 110
1327, 6, 110
1328, 7, 110
1329, 1, 179
1330, 2, 179
1331, 3, 179
1332, 4, 179
1333, 5, 179
1334, 6, 179
1335, 7, 179
1336, 8, 179
1337, 9, 179
1338, 10, 179
1339, 1, 9
1340, 2, 9
1341, 3, 9
1342, 1, 187
1343, 2, 187
1344, 3, 187
1345, 4, 187
1346, 5, 187
1347, 6, 187
1348, 7, 187
1349, 8, 187
1350, 9, 187
1351, 1, 41
1352, 2, 41
1353, 3, 41
1354, 4, 41
1355, 5, 41
1356, 6, 41
1357, 1, 119
1358, 2, 119
1359, 3, 119
1360, 4, 119
1361, 5, 119
1362, 1, 94
1363, 2, 94
1364, 3, 94
1365, 4, 94
1366, 5, 94
1367, 6, 94
1368, 1, 136
1369, 2, 136
1370, 3, 136
1371, 4, 136
1372, 5, 136
1373, 6, 136
1374, 1, 16
1375, 2, 16
1376, 3, 16
1377, 4, 16
1378, 5, 16
1379, 6, 16
1380, 7, 16
1381, 8, 16
1382, 1, 8
1383, 2, 8
1384, 3, 8
1385, 4, 8
1386, 5, 8
1387, 6, 8
1388, 7, 8
1389, 8, 8
1390, 1, 58
1391, 2, 58
1392, 3, 58
1393, 4, 58
1394, 5, 58
1395, 6, 58
1396, 7, 58
1397, 8, 58
1398, 9, 58
1399, 1, 21
1400, 2, 21
1401, 1, 22
1402, 2, 22
1403, 3, 22
1404, 4, 22
1405, 1, 108
1406, 2, 108
1407, 1, 162
1408, 2, 162
1409, 3, 162
1410, 4, 162
1411, 5, 162
1412, 6, 162
1413, 7, 162
1414, 8, 162
1428, 10, 106
1429, 12, 106
1430, 13, 106
1431, 1, 106
1432, 2, 106
1433, 3, 106
1434, 4, 106
1435, 5, 106
1436, 6, 106
1437, 7, 106
1438, 8, 106
1439, 9, 106
1440, 1, 111
1441, 1, 98
1442, 2, 98
1443, 3, 98
1444, 4, 98
1445, 1, 100
1446, 2, 100
1447, 1, 185
1448, 2, 185
1449, 3, 185
1450, 4, 185
1451, 5, 185
1452, 6, 185
1453, 7, 185
1454, 1, 95
1455, 2, 95
1456, 3, 95
1457, 4, 95
1458, 5, 95
1459, 6, 95
1460, 1, 116
1461, 2, 116
1462, 3, 116
1463, 1, 183
1464, 2, 183
1465, 3, 183
1466, 4, 183
1467, 5, 183
1468, 6, 183
1469, 7, 183
1470, 1, 184
1471, 2, 184
1472, 3, 184
1473, 4, 184
1474, 5, 184
1475, 1, 176
1476, 2, 176
1477, 3, 176
1478, 4, 176
1479, 5, 176
1480, 6, 176
1481, 7, 176
1482, 8, 176
1483, 9, 176
1484, 10, 176
1485, 11, 176
1486, 12, 176
1493, 6, 186
1494, 1, 186
1495, 2, 186
1496, 3, 186
1497, 4, 186
1498, 5, 186
1504, 1, 180
1505, 2, 180
1506, 1, 181
1507, 2, 181
1508, 3, 181
1509, 4, 181
1510, 1, 117
1511, 2, 117
1512, 3, 117
1513, 4, 117
1514, 1, 121
1515, 2, 121
1516, 3, 121
1517, 4, 121
1518, 1, 71
1519, 2, 71
1520, 3, 71
1521, 1, 125
1522, 2, 125
1523, 3, 125
1524, 1, 126
1525, 2, 126
1526, 3, 126
1527, 1, 40
1528, 2, 40
1529, 3, 40
1530, 4, 40
1531, 1, 127
1534, 1, 64
1535, 2, 64
1536, 3, 64
1537, 1, 172
1538, 2, 172
1539, 3, 172
1540, 4, 172
1541, 295, 172
1542, 297, 172
1543, 298, 172
1544, 296, 172
1545, 1, 135
1546, 2, 135
1547, 3, 135
1548, 4, 135
1549, 5, 135
1550, 6, 135
1551, 7, 135
1552, 8, 135
1553, 9, 135
1554, 10, 135
1555, 11, 135
1556, 12, 135
1557, 13, 135
1558, 14, 135
1559, 15, 135
1560, 16, 135
1561, 17, 135
1562, 1, 29
1563, 1, 182
1564, 2, 182
1565, 3, 182
1566, 4, 182
1567, 5, 182
1568, 6, 182
1569, 7, 182
1570, 8, 182
1571, 9, 182
1585, 13, 173
1586, 14, 173
1587, 15, 173
1588, 16, 173
1589, 1, 173
1590, 2, 173
1591, 3, 173
1592, 4, 173
1593, 5, 173
1594, 6, 173
1595, 7, 173
1596, 8, 173
1597, 9, 173
1598, 10, 173
1599, 11, 173
1600, 1, 174
1601, 2, 174
1602, 3, 174
1603, 4, 174
1604, 5, 174
1605, 6, 174
1606, 7, 174
1607, 8, 174
1608, 9, 174
1609, 10, 174
1610, 11, 174
1611, 12, 174
1612, 13, 174
1613, 14, 174
1614, 15, 174
1615, 1, 175
1616, 2, 175
1617, 3, 175
1618, 4, 175
1619, 5, 175
1620, 6, 175
1621, 7, 175
1622, 8, 175
1623, 9, 175
1624, 10, 175
1625, 1, 134
1626, 2, 134
1627, 3, 134
1628, 4, 134
1629, 5, 134
1630, 6, 134
1631, 7, 134
1632, 8, 134
1633, 9, 134
1634, 10, 134
1635, 11, 134
1636, 12, 134
1637, 13, 134
1638, 14, 134
1639, 15, 134
1640, 16, 134
1641, 17, 134
1642, 18, 134
1643, 19, 134
1644, 20, 134
1645, 21, 134
1646, 22, 134
1647, 23, 134
1648, 24, 134
1649, 25, 134
1650, 1, 200
1651, 2, 200
1652, 3, 200
1653, 4, 200
1654, 5, 200
1655, 1, 201
1656, 2, 201
1657, 3, 201
1658, 4, 201
1659, 5, 201
1660, 1, 202
1661, 2, 202
1662, 3, 202
1663, 4, 202
1664, 1, 203
1665, 2, 203
1666, 1, 204
1667, 2, 204
1668, 3, 204
1669, 4, 204
1670, 1, 205
1671, 2, 205
1672, 3, 205
1673, 1, 206
1674, 2, 206
1675, 3, 206
1676, 4, 206
1677, 5, 206
1678, 6, 206
1679, 7, 206
1680, 8, 206
1681, 9, 206
1682, 10, 206
1683, 1, 207
1684, 2, 207
1685, 3, 207
1686, 4, 207
1687, 5, 207
1688, 6, 207
1689, 7, 207
1690, 8, 207
1691, 9, 207
1692, 10, 207
1695, 1, 208
1696, 1, 209
1697, 2, 209
1698, 3, 209
1699, 4, 209
1700, 1, 210
1701, 2, 210
1702, 3, 210
1703, 4, 210
1704, 1, 211
1705, 2, 211
1706, 3, 211
1707, 4, 211
1708, 5, 211
1709, 1, 212
1710, 2, 212
1711, 3, 212
1712, 4, 212
1713, 1, 213
1714, 2, 213
1715, 3, 213
1716, 4, 213
1717, 1, 214
1718, 2, 214
1719, 1, 215
1720, 2, 215
1721, 3, 215
1722, 4, 215
1723, 5, 215
1724, 1, 216
1725, 1, 217
1726, 2, 217
1727, 3, 217
1728, 1, 218
1729, 2, 218
1730, 3, 218
1731, 1, 219
1732, 2, 219
1733, 1, 220
1734, 2, 220
1735, 3, 220
1736, 4, 220
1737, 5, 220
1738, 6, 220
1739, 7, 220
1740, 8, 220
1741, 9, 220
1742, 10, 220
1743, 1, 221
1744, 2, 221
1745, 3, 221
1746, 4, 221
1747, 5, 221
1748, 6, 221
1749, 7, 221
1750, 8, 221
1751, 9, 221
1753, 10, 221
1754, 11, 221
1755, 12, 221
1756, 400, 221
1757, 401, 221
1758, 402, 221
1759, 403, 221
1760, 1, 222
1761, 2, 222
1762, 3, 222
1763, 1, 223
1764, 2, 223
1765, 3, 223
1766, 4, 223
1767, 1, 224
1768, 1, 225
1769, 1, 226
1770, 2, 226
1771, 3, 226
1772, 1, 227
1773, 2, 227
1774, 1, 228
1775, 1, 229
1776, 2, 229
1777, 1, 230
1778, 2, 230
1779, 3, 230
1780, 4, 230
1781, 5, 230
1782, 6, 230
1783, 7, 230
1784, 8, 230
1785, 9, 230
1786, 10, 230
1787, 11, 230
1788, 12, 230
1789, 13, 230
1790, 14, 230
1797, 214, 231
1798, 1, 232
1799, 2, 232
1800, 3, 232
1801, 4, 232
1802, 5, 232
1803, 1, 233
1804, 2, 233
1805, 3, 233
1806, 4, 233
1807, 1, 234
1808, 2, 234
1809, 1, 236
1810, 2, 236
1811, 3, 236
1812, 4, 236
1816, 7, 236
1817, 8, 236
1818, 9, 236
1819, 10, 236
1820, 11, 236
1821, 12, 236
1822, 5, 236
1823, 6, 236
1824, 1, 237
1825, 2, 237
1826, 1, 238
1827, 2, 238
1828, 3, 238
1829, 4, 238
1830, 5, 238
1831, 1, 239
1832, 2, 239
1833, 3, 239
1834, 4, 239
1836, 1, 68
1837, 2, 68
1838, 3, 68
1839, 4, 68
1840, 1, 240
1841, 2, 240
1842, 3, 240
1843, 4, 240
1844, 5, 240
1845, 6, 240
1846, 7, 240
1847, 8, 240
1848, 1, 133
1849, 2, 133
1850, 3, 133
1851, 1, 241
1852, 1, 38
1853, 2, 38
1854, 3, 38
1855, 1, 39
1856, 2, 39
1857, 3, 39
1858, 4, 39
1859, 5, 39
1860, 1, 109
1861, 2, 109
1862, 3, 109
1863, 1, 163
1864, 2, 163
1865, 3, 163
1866, 4, 163
1867, 5, 163
1868, 6, 163
1869, 1, 114
1870, 2, 114
1871, 3, 114
1872, 4, 114
1873, 5, 114
1874, 6, 114
1875, 1, 170
1876, 2, 170
1877, 3, 170
1878, 4, 170
1879, 5, 170
1880, 6, 170
1881, 7, 170
1882, 8, 170
1883, 9, 170
1884, 1, 146
1885, 2, 146
1886, 3, 146
1887, 4, 146
1888, 5, 146
1889, 6, 146
1890, 7, 146
1891, 1, 164
1892, 2, 164
1893, 3, 164
1894, 4, 164
1895, 5, 164
1896, 6, 164
1897, 7, 164
1898, 8, 164
1899, 1, 165
1900, 2, 165
1901, 3, 165
1902, 4, 165
1903, 5, 165
1904, 6, 165
1905, 7, 165
1906, 1, 147
1907, 2, 147
1908, 3, 147
1909, 4, 147
1910, 5, 147
1911, 6, 147
1912, 7, 147
1913, 8, 147
1914, 9, 147
1915, 10, 147
1916, 3, 180
1917, 4, 180
1918, 5, 180
1919, 1, 169
1920, 2, 169
1921, 3, 169
1922, 4, 169
1923, 5, 169
1924, 6, 169
1925, 7, 169
1926, 8, 169
1927, 9, 169
1928, 10, 169
1929, 11, 169
1930, 12, 169
1931, 13, 169
1932, 14, 169
1933, 15, 169
1934, 16, 169
1935, 17, 169
1936, 18, 169
1937, 19, 169
1938, 20, 169
1939, 1, 120
1940, 2, 120
1941, 3, 120
1942, 1, 148
1943, 2, 148
1944, 3, 148
1945, 4, 148
1946, 5, 148
1947, 6, 148
1948, 7, 148
1949, 8, 148
1950, 9, 148
1951, 10, 148
1952, 11, 148
1953, 12, 148
1954, 13, 148
1955, 495, 36
1956, 496, 36
1957, 497, 36
1958, 498, 36
1959, 1, 166
1960, 2, 166
1961, 3, 166
1962, 4, 166
1963, 5, 166
1964, 6, 166
1965, 7, 166
1966, 8, 166
1967, 9, 166
1968, 1, 167
1969, 2, 167
1970, 3, 167
1971, 4, 167
1972, 4, 189
1977, 2, 138
1978, 1, 138
1979, 1, 139
1980, 2, 139
1981, 3, 139
1982, 4, 139
1983, 5, 139
1984, 6, 139
1985, 7, 139
1986, 8, 139
1987, 1, 250
1988, 1, 160
1989, 2, 160
1990, 3, 160
1991, 4, 160
1992, 5, 160
1993, 6, 160
1994, 7, 160
1995, 8, 160
1996, 9, 160
1997, 10, 160
1998, 11, 160
1999, 12, 160
2000, 1, 231
2001, 2, 231
2002, 3, 231
2003, 215, 231
2004, 216, 231
2005, 1, 30
2006, 2, 30
2007, 3, 30
2008, 4, 30
2009, 5, 30
2010, 1, 88
2011, 2, 88
2012, 3, 88
2013, 4, 88
2014, 1, 72
2015, 2, 72
2016, 3, 72
2017, 4, 72
2018, 5, 72
2019, 1, 74
2020, 2, 74
2021, 3, 74
2022, 1, 43
2023, 2, 43
2024, 1, 151
2025, 2, 151
2026, 3, 151
2027, 4, 151
2028, 5, 151
2029, 6, 151
2030, 7, 151
2031, 8, 151
2032, 9, 151
2033, 10, 151
2034, 1, 152
2035, 2, 152
2036, 3, 152
2037, 4, 152
2038, 5, 152
2039, 6, 152
2040, 7, 152
2041, 8, 152
2042, 9, 152
2043, 10, 152
2044, 11, 152
2045, 12, 152
2046, 13, 152
2047, 14, 152
2048, 1, 52
2049, 2, 52
2050, 3, 52
2051, 4, 52
2052, 1, 7
2053, 2, 7
2054, 3, 7
2055, 4, 7
2056, 5, 7
2057, 6, 7
